0	1	0	
0	0.9863613	0.1645945	
0	0.9458173	0.3246993	
0	0.8794739	0.4759472	
0	0.7891407	0.6142125	
0	0.6772819	0.7357236	
0	0.5469486	0.8371662	
0	0.4016959	0.9157731	
0	0.2454861	0.9694001	
0	0.08258008	0.9965844	
0	-0.08257853	0.9965846	
0	-0.2454846	0.9694005	
0	-0.4016945	0.9157737	
0	-0.5469473	0.8371671	
0	-0.6772807	0.7357247	
0	-0.7891398	0.6142137	
0	-0.8794731	0.4759485	
0	-0.9458168	0.3247008	
0	-0.9863611	0.164596	
0	-1	1.55359e-06	
0	-0.9863616	-0.164593	
0	-0.9458178	-0.3246978	
0	-0.8794746	-0.4759458	
0	-0.7891417	-0.6142112	
0	-0.677283	-0.7357226	
0	-0.5469499	-0.8371654	
0	-0.4016974	-0.9157725	
0	-0.2454876	-0.9693997	
0	-0.08258163	-0.9965843	
0	0.08257698	-0.9965847	
0	0.2454831	-0.9694009	
0	0.4016931	-0.9157743	
0	0.546946	-0.8371679	
0	0.6772796	-0.7357257	
0	0.7891388	-0.6142149	
0	0.8794724	-0.4759499	
0	0.9458163	-0.3247023	
0	0.9863608	-0.1645976	
0.031	1	0	
0.031	0.9863613	0.1645945	
0.031	0.9458173	0.3246993	
0.031	0.8794739	0.4759472	
0.031	0.7891407	0.6142125	
0.031	0.6772819	0.7357236	
0.031	0.5469486	0.8371662	
0.031	0.4016959	0.9157731	
0.031	0.2454861	0.9694001	
0.031	0.08258008	0.9965844	
0.031	-0.08257853	0.9965846	
0.031	-0.2454846	0.9694005	
0.031	-0.4016945	0.9157737	
0.031	-0.5469473	0.8371671	
0.031	-0.6772807	0.7357247	
0.031	-0.7891398	0.6142137	
0.031	-0.8794731	0.4759485	
0.031	-0.9458168	0.3247008	
0.031	-0.9863611	0.164596	
0.031	-1	1.55359e-06	
0.031	-0.9863616	-0.164593	
0.031	-0.9458178	-0.3246978	
0.031	-0.8794746	-0.4759458	
0.031	-0.7891417	-0.6142112	
0.031	-0.677283	-0.7357226	
0.031	-0.5469499	-0.8371654	
0.031	-0.4016974	-0.9157725	
0.031	-0.2454876	-0.9693997	
0.031	-0.08258163	-0.9965843	
0.031	0.08257698	-0.9965847	
0.031	0.2454831	-0.9694009	
0.031	0.4016931	-0.9157743	
0.031	0.546946	-0.8371679	
0.031	0.6772796	-0.7357257	
0.031	0.7891388	-0.6142149	
0.031	0.8794724	-0.4759499	
0.031	0.9458163	-0.3247023	
0.031	0.9863608	-0.1645976	
0.19	1	0	
0.19	0.9863613	0.1645945	
0.19	0.9458173	0.3246993	
0.19	0.8794739	0.4759472	
0.19	0.7891407	0.6142125	
0.19	0.6772819	0.7357236	
0.19	0.5469486	0.8371662	
0.19	0.4016959	0.9157731	
0.19	0.2454861	0.9694001	
0.19	0.08258008	0.9965844	
0.19	-0.08257853	0.9965846	
0.19	-0.2454846	0.9694005	
0.19	-0.4016945	0.9157737	
0.19	-0.5469473	0.8371671	
0.19	-0.6772807	0.7357247	
0.19	-0.7891398	0.6142137	
0.19	-0.8794731	0.4759485	
0.19	-0.9458168	0.3247008	
0.19	-0.9863611	0.164596	
0.19	-1	1.55359e-06	
0.19	-0.9863616	-0.164593	
0.19	-0.9458178	-0.3246978	
0.19	-0.8794746	-0.4759458	
0.19	-0.7891417	-0.6142112	
0.19	-0.677283	-0.7357226	
0.19	-0.5469499	-0.8371654	
0.19	-0.4016974	-0.9157725	
0.19	-0.2454876	-0.9693997	
0.19	-0.08258163	-0.9965843	
0.19	0.08257698	-0.9965847	
0.19	0.2454831	-0.9694009	
0.19	0.4016931	-0.9157743	
0.19	0.546946	-0.8371679	
0.19	0.6772796	-0.7357257	
0.19	0.7891388	-0.6142149	
0.19	0.8794724	-0.4759499	
0.19	0.9458163	-0.3247023	
0.19	0.9863608	-0.1645976	
0.221	1	0	
0.221	0.9863613	0.1645945	
0.221	0.9458173	0.3246993	
0.221	0.8794739	0.4759472	
0.221	0.7891407	0.6142125	
0.221	0.6772819	0.7357236	
0.221	0.5469486	0.8371662	
0.221	0.4016959	0.9157731	
0.221	0.2454861	0.9694001	
0.221	0.08258008	0.9965844	
0.221	-0.08257853	0.9965846	
0.221	-0.2454846	0.9694005	
0.221	-0.4016945	0.9157737	
0.221	-0.5469473	0.8371671	
0.221	-0.6772807	0.7357247	
0.221	-0.7891398	0.6142137	
0.221	-0.8794731	0.4759485	
0.221	-0.9458168	0.3247008	
0.221	-0.9863611	0.164596	
0.221	-1	1.55359e-06	
0.221	-0.9863616	-0.164593	
0.221	-0.9458178	-0.3246978	
0.221	-0.8794746	-0.4759458	
0.221	-0.7891417	-0.6142112	
0.221	-0.677283	-0.7357226	
0.221	-0.5469499	-0.8371654	
0.221	-0.4016974	-0.9157725	
0.221	-0.2454876	-0.9693997	
0.221	-0.08258163	-0.9965843	
0.221	0.08257698	-0.9965847	
0.221	0.2454831	-0.9694009	
0.221	0.4016931	-0.9157743	
0.221	0.546946	-0.8371679	
0.221	0.6772796	-0.7357257	
0.221	0.7891388	-0.6142149	
0.221	0.8794724	-0.4759499	
0.221	0.9458163	-0.3247023	
0.221	0.9863608	-0.1645976	
