0	0	0	
0	0	0.6	
0	0	1.2	
0	0	1.8	
0	0	2.4	
0	0	3	
0	0	3.6	
0	0	4.2	
0	0	4.8	
0	0	5.4	
0	0.6	0	
0	0.6	0.6	
0	0.6	1.2	
0	0.6	1.8	
0	0.6	2.4	
0	0.6	3	
0	0.6	3.6	
0	0.6	4.2	
0	0.6	4.8	
0	0.6	5.4	
0	1.2	0	
0	1.2	0.6	
0	1.2	1.2	
0	1.2	1.8	
0	1.2	2.4	
0	1.2	3	
0	1.2	3.6	
0	1.2	4.2	
0	1.2	4.8	
0	1.2	5.4	
0	1.8	0	
0	1.8	0.6	
0	1.8	1.2	
0	1.8	1.8	
0	1.8	2.4	
0	1.8	3	
0	1.8	3.6	
0	1.8	4.2	
0	1.8	4.8	
0	1.8	5.4	
0	2.4	0	
0	2.4	0.6	
0	2.4	1.2	
0	2.4	1.8	
0	2.4	2.4	
0	2.4	3	
0	2.4	3.6	
0	2.4	4.2	
0	2.4	4.8	
0	2.4	5.4	
0	3	0	
0	3	0.6	
0	3	1.2	
0	3	1.8	
0	3	2.4	
0	3	3	
0	3	3.6	
0	3	4.2	
0	3	4.8	
0	3	5.4	
0	3.6	0	
0	3.6	0.6	
0	3.6	1.2	
0	3.6	1.8	
0	3.6	2.4	
0	3.6	3	
0	3.6	3.6	
0	3.6	4.2	
0	3.6	4.8	
0	3.6	5.4	
0	4.2	0	
0	4.2	0.6	
0	4.2	1.2	
0	4.2	1.8	
0	4.2	2.4	
0	4.2	3	
0	4.2	3.6	
0	4.2	4.2	
0	4.2	4.8	
0	4.2	5.4	
0	4.8	0	
0	4.8	0.6	
0	4.8	1.2	
0	4.8	1.8	
0	4.8	2.4	
0	4.8	3	
0	4.8	3.6	
0	4.8	4.2	
0	4.8	4.8	
0	4.8	5.4	
0	5.4	0	
0	5.4	0.6	
0	5.4	1.2	
0	5.4	1.8	
0	5.4	2.4	
0	5.4	3	
0	5.4	3.6	
0	5.4	4.2	
0	5.4	4.8	
0	5.4	5.4	
2	0	0	
2	0	0.6	
2	0	1.2	
2	0	1.8	
2	0	2.4	
2	0	3	
2	0	3.6	
2	0	4.2	
2	0	4.8	
2	0	5.4	
2	0.6	0	
2	0.6	0.6	
2	0.6	1.2	
2	0.6	1.8	
2	0.6	2.4	
2	0.6	3	
2	0.6	3.6	
2	0.6	4.2	
2	0.6	4.8	
2	0.6	5.4	
2	1.2	0	
2	1.2	0.6	
2	1.2	1.2	
2	1.2	1.8	
2	1.2	2.4	
2	1.2	3	
2	1.2	3.6	
2	1.2	4.2	
2	1.2	4.8	
2	1.2	5.4	
2	1.8	0	
2	1.8	0.6	
2	1.8	1.2	
2	1.8	1.8	
2	1.8	2.4	
2	1.8	3	
2	1.8	3.6	
2	1.8	4.2	
2	1.8	4.8	
2	1.8	5.4	
2	2.4	0	
2	2.4	0.6	
2	2.4	1.2	
2	2.4	1.8	
2	2.4	2.4	
2	2.4	3	
2	2.4	3.6	
2	2.4	4.2	
2	2.4	4.8	
2	2.4	5.4	
2	3	0	
2	3	0.6	
2	3	1.2	
2	3	1.8	
2	3	2.4	
2	3	3	
2	3	3.6	
2	3	4.2	
2	3	4.8	
2	3	5.4	
2	3.6	0	
2	3.6	0.6	
2	3.6	1.2	
2	3.6	1.8	
2	3.6	2.4	
2	3.6	3	
2	3.6	3.6	
2	3.6	4.2	
2	3.6	4.8	
2	3.6	5.4	
2	4.2	0	
2	4.2	0.6	
2	4.2	1.2	
2	4.2	1.8	
2	4.2	2.4	
2	4.2	3	
2	4.2	3.6	
2	4.2	4.2	
2	4.2	4.8	
2	4.2	5.4	
2	4.8	0	
2	4.8	0.6	
2	4.8	1.2	
2	4.8	1.8	
2	4.8	2.4	
2	4.8	3	
2	4.8	3.6	
2	4.8	4.2	
2	4.8	4.8	
2	4.8	5.4	
2	5.4	0	
2	5.4	0.6	
2	5.4	1.2	
2	5.4	1.8	
2	5.4	2.4	
2	5.4	3	
2	5.4	3.6	
2	5.4	4.2	
2	5.4	4.8	
2	5.4	5.4	
4	0	0	
4	0	0.6	
4	0	1.2	
4	0	1.8	
4	0	2.4	
4	0	3	
4	0	3.6	
4	0	4.2	
4	0	4.8	
4	0	5.4	
4	0.6	0	
4	0.6	0.6	
4	0.6	1.2	
4	0.6	1.8	
4	0.6	2.4	
4	0.6	3	
4	0.6	3.6	
4	0.6	4.2	
4	0.6	4.8	
4	0.6	5.4	
4	1.2	0	
4	1.2	0.6	
4	1.2	1.2	
4	1.2	1.8	
4	1.2	2.4	
4	1.2	3	
4	1.2	3.6	
4	1.2	4.2	
4	1.2	4.8	
4	1.2	5.4	
4	1.8	0	
4	1.8	0.6	
4	1.8	1.2	
4	1.8	1.8	
4	1.8	2.4	
4	1.8	3	
4	1.8	3.6	
4	1.8	4.2	
4	1.8	4.8	
4	1.8	5.4	
4	2.4	0	
4	2.4	0.6	
4	2.4	1.2	
4	2.4	1.8	
4	2.4	2.4	
4	2.4	3	
4	2.4	3.6	
4	2.4	4.2	
4	2.4	4.8	
4	2.4	5.4	
4	3	0	
4	3	0.6	
4	3	1.2	
4	3	1.8	
4	3	2.4	
4	3	3	
4	3	3.6	
4	3	4.2	
4	3	4.8	
4	3	5.4	
4	3.6	0	
4	3.6	0.6	
4	3.6	1.2	
4	3.6	1.8	
4	3.6	2.4	
4	3.6	3	
4	3.6	3.6	
4	3.6	4.2	
4	3.6	4.8	
4	3.6	5.4	
